UNITID_P,INSTNM,BRANCH,State,Sector_desc,men_total,women_total,Total,MURD10,NEG_M10,FORCIB10,NONFOR10,ROBBE10,AGG_A10,BURGLA10,VEHIC10,ARSON10,MURD11,NEG_M11,FORCIB11,NONFOR11,ROBBE11,AGG_A11,BURGLA11,VEHIC11,ARSON11,MURD12,NEG_M12,FORCIB12,NONFOR12,ROBBE12,AGG_A12,BURGLA12,VEHIC12,ARSON12,FILTER10,FILTER11,FILTER12
211361002,California University of Pennsylvania,Southpointe Campus,PA,"Public, 4-year or above",3949,4659,8608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
211370001,Calvary Baptist Theological Seminary,Main Campus,PA,"Private nonprofit, 4-year or above",55,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
211398001,Cambria-Rowe Business College-Johnstown,Main Campus,PA,"Private for-profit, 2-year",29,100,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
211431001,Carlow University,Main Campus,PA,"Private nonprofit, 4-year or above",463,2459,2922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
211431005,Carlow University,Greensburg,PA,"Private nonprofit, 4-year or above",463,2459,2922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
211440001,Carnegie Mellon University,Main Campus,PA,"Private nonprofit, 4-year or above",7492,4486,11978,0,0,1,0,0,1,12,3,1,0,0,5,0,0,2,21,0,1,0,0,15,0,1,1,25,1,0,1,1,1
211440004,Carnegie Mellon University,Silicon Valley,CA,"Private nonprofit, 4-year or above",7492,4486,11978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
211440005,Carnegie Mellon University,New York City,NY,"Private nonprofit, 4-year or above",7492,4486,11978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
211440006,Carnegie Mellon University,Los Angeles,CA,"Private nonprofit, 4-year or above",7492,4486,11978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
211468001,Cedar Crest College,Cedar Crest College,PA,"Private nonprofit, 4-year or above",89,1478,1567,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1
211477001,Central Penn College,Main Campus,PA,"Private for-profit, 4-year or above",463,879,1342,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
211556001,Chatham University,Main Campus,PA,"Private nonprofit, 4-year or above",293,1885,2178,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
211583001,Chestnut Hill College,Chestnut Hill College,PA,"Private nonprofit, 4-year or above",621,1680,2301,0,0,2,0,0,1,5,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,1,1,1
211608001,Cheyney University of Pennsylvania,Main Campus,PA,"Public, 4-year or above",617,667,1284,0,0,2,0,1,7,29,0,0,0,0,4,0,1,10,36,0,0,0,0,1,0,1,5,32,0,2,1,1,1
211608002,Cheyney University of Pennsylvania,Cheyney University Center City,PA,"Public, 4-year or above",617,667,1284,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
211617001,Kaplan Career Institute-Franklin Mills,Main Campus,PA,"Private for-profit, 2-year",294,456,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
211635001,Citizens School of Nursing,Main Campus,PA,"Private nonprofit, 2-year",27,147,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
211644001,Clarion University of Pennsylvania,Main Campus,PA,"Public, 4-year or above",2285,4235,6520,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,3,0,0,1,1,1
211644002,Clarion University of Pennsylvania,Venango Campus,PA,"Public, 4-year or above",2285,4235,6520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
211750001,YTI Career Institute-Capital Region,YTI Career Institute- Capital Region,PA,"Private for-profit, 2-year",83,207,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
211802001,Conemaugh Valley Memorial Hospital,Main Campus,PA,"Private nonprofit, 2-year",55,157,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
211820001,Consolidated School of Business-York,Main Campus,PA,"Private for-profit, 2-year",17,105,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
211893001,Curtis Institute of Music,Main Campus,PA,"Private nonprofit, 4-year or above",96,70,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
211909001,Dean Institute of Technology,Main Campus,PA,"Private for-profit, 2-year",163,2,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
211927001,Delaware County Community College,Marple Campus,PA,"Public, 2-year",5772,7279,13051,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
211981001,Delaware Valley College,Delaware Valley College,PA,"Private nonprofit, 4-year or above",879,1326,2205,0,0,0,0,2,0,5,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,9,0,0,1,1,1
212009001,Dickinson College,Main Campus,PA,"Private nonprofit, 4-year or above",1066,1320,2386,0,0,5,0,0,0,15,0,0,0,0,11,0,3,1,12,0,0,0,0,1,0,0,0,15,1,0,1,1,1
212018001,The Dickinson School of Law of the Pennsylvania State University,Main Campus,PA,"Public, 4-year or above",87,82,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212045001,Douglas Education Center,Main Campus,PA,"Private for-profit, 2-year",70,172,242,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212054001,Drexel University,University City Campus,PA,"Private nonprofit, 4-year or above",12415,13085,25500,0,0,1,0,2,4,20,2,0,0,0,6,0,1,0,43,1,0,0,0,7,0,0,2,24,0,0,1,1,1
212054003,Drexel University,Center City Campus,PA,"Private nonprofit, 4-year or above",12415,13085,25500,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,3,1,0,1,1,1
212054004,Drexel University,Queen Lane Campus,PA,"Private nonprofit, 4-year or above",12415,13085,25500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212054005,Drexel University,Center for Graduate Studies,CA,"Private nonprofit, 4-year or above",12415,13085,25500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212054006,Drexel University,Burlington County-Mount Laurel Campus,NJ,"Private nonprofit, 4-year or above",12415,13085,25500,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
212054007,Drexel University,LeBow College of Business - Malvern Campus,PA,"Private nonprofit, 4-year or above",12415,13085,25500,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
212072001,Du Bois Business College-Du Bois,Main Campus,PA,"Private for-profit, 2-year",22,58,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212090001,Everest Institute-Pittsburgh,Main Campus,PA,"Private for-profit, 2-year",151,436,587,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212106001,Duquesne University,Main Campus,PA,"Private nonprofit, 4-year or above",4221,5735,9956,0,0,2,0,0,0,8,1,0,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,1,1
212115001,East Stroudsburg University of Pennsylvania,Main Campus,PA,"Public, 4-year or above",3111,3832,6943,0,0,2,0,0,1,23,1,7,0,0,4,0,1,0,16,0,0,0,0,2,0,1,0,11,0,0,1,1,1
212133001,Eastern University,Main Campus,PA,"Private nonprofit, 4-year or above",1370,2893,4263,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212133002,Eastern University,Palmer Theological Seminary The Seminary of Eastern University,PA,"Private nonprofit, 4-year or above",1370,2893,4263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212133003,Eastern University,Eastern University Philadelphia,PA,"Private nonprofit, 4-year or above",1370,2893,4263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212133004,Eastern University,Eastern University Harrisburg East,PA,"Private nonprofit, 4-year or above",1370,2893,4263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212133005,Eastern University,Eastern University Falls Center Philadelphia,PA,"Private nonprofit, 4-year or above",1370,2893,4263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212133006,Eastern University,Esperanza College,PA,"Private nonprofit, 4-year or above",1370,2893,4263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212133007,Eastern University,"Eastern University, at People for People Institute",PA,"Private nonprofit, 4-year or above",1370,2893,4263,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
212160001,Edinboro University of Pennsylvania,Main Campus,PA,"Public, 4-year or above",2860,4602,7462,0,0,3,0,0,1,14,0,0,0,0,2,0,0,1,20,0,0,0,0,2,0,0,1,10,0,0,1,1,1
212160002,Edinboro University of Pennsylvania,Edinboro University in Erie - The Porreco Center,PA,"Public, 4-year or above",2860,4602,7462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212160003,Edinboro University of Pennsylvania,Edinboro University in Meadville,PA,"Public, 4-year or above",2860,4602,7462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212197001,Elizabethtown College,Main Campus,PA,"Private nonprofit, 4-year or above",666,1244,1910,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
212212001,Empire Beauty School-State College,Empire Beauty School,PA,"Private for-profit, less-than 2-year",3,44,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212230001,Empire Beauty School-Lebanon,Empire Beauty School,PA,"Private for-profit, less-than 2-year",0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212267001,Empire Beauty School-York,Empire Beauty School,PA,"Private for-profit, less-than 2-year",7,144,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212276001,Empire Beauty School-Lancaster,Empire Beauty School,PA,"Private for-profit, less-than 2-year",5,112,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212285001,Empire Beauty School-Williamsport,Empire Beauty School,PA,"Private for-profit, less-than 2-year",7,47,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212294001,Empire Beauty School-Shamokin Dam,Empire Beauty School,PA,"Private for-profit, less-than 2-year",1,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212300001,Empire Beauty School-Pottsville,Empire Beauty School,PA,"Private for-profit, less-than 2-year",3,45,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212328001,Empire Beauty  School-Lehigh Valley,Empire Beauty School,PA,"Private for-profit, less-than 2-year",7,132,139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212337001,Empire Beauty School-Gwinnett,"Empire Beauty School, Gwinnett, GA",GA,"Private for-profit, less-than 2-year",6,133,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212355001,Empire Beauty School-Wyoming Valley,Empire Beauty School,PA,"Private for-profit, less-than 2-year",12,190,202,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212373001,Empire Beauty School-Warminster,Empire Beauty School,PA,"Private for-profit, less-than 2-year",9,78,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212382001,Empire Beauty School-Harrisburg,Empire Beauty School,PA,"Private for-profit, less-than 2-year",13,147,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212391001,Empire Beauty School-Reading,Empire Beauty School,PA,"Private for-profit, less-than 2-year",5,136,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212425001,Erie Business Center-Erie,Erie Businss Center - Erie Campus,PA,"Private for-profit, 2-year",59,178,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212434001,Erie Institute of Technology Inc,Main Campus,PA,"Private for-profit, 2-year",208,24,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212443001,Evangelical Theological Seminary,Main Campus,PA,"Private nonprofit, 4-year or above",78,45,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212568001,Aria Health School of Nursing,Aria Health School of Nursing,PA,"Private nonprofit, 2-year",41,154,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212577001,Franklin and Marshall College,Franklin and Marshall College Main Campus,PA,"Private nonprofit, 4-year or above",1136,1229,2365,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,11,0,0,0,0,9,0,2,0,14,0,0,1,1,1
212601001,Gannon University,Main Campus,PA,"Private nonprofit, 4-year or above",1689,2319,4008,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,6,1,0,0,0,0,0,0,0,5,1,0,1,1,1
212656001,Geneva College,Main Campus,PA,"Private nonprofit, 4-year or above",870,986,1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212674001,Gettysburg College,Main Campus,PA,"Private nonprofit, 4-year or above",1230,1370,2600,0,0,6,0,0,1,12,1,0,0,0,6,0,0,0,4,0,0,0,0,3,0,0,1,5,0,1,1,1,1
212683001,Empire Beauty School-Exton,"Empire Beauty School - Exton, PA",PA,"Private for-profit, less-than 2-year",3,79,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212708001,Empire Beauty School-Laurel Springs,"Empire Beauty School, Laurel Springs NJ",NJ,"Private for-profit, less-than 2-year",28,108,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212753001,Empire Beauty School-NE Philadelphia,Empire Beauty School,PA,"Private for-profit, less-than 2-year",11,208,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212771001,Gratz College,Mandell Campus,PA,"Private nonprofit, 4-year or above",194,501,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212832001,Gwynedd Mercy College,Main Campus,PA,"Private nonprofit, 4-year or above",665,1907,2572,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,1,5,0,0,1,1,1
212832002,Gwynedd Mercy College,Public Ledger Building,PA,"Private nonprofit, 4-year or above",665,1907,2572,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
212832003,Gwynedd Mercy College,East Norriton Campus,PA,"Private nonprofit, 4-year or above",665,1907,2572,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
212832004,Gwynedd Mercy College,Bensalem Campus,PA,"Private nonprofit, 4-year or above",665,1907,2572,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
212869001,Harcum College,Harcum College,PA,"Private nonprofit, 2-year",284,1278,1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
212878001,Harrisburg Area Community College-Harrisburg,Harrisburg Campus,PA,"Public, 2-year",8193,13752,21945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,0,1,0,0,1,1,1
212878002,Harrisburg Area Community College-Harrisburg,Harrisburg Area Community College - Lancaster,PA,"Public, 2-year",8193,13752,21945,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
212878003,Harrisburg Area Community College-Harrisburg,Harrisburg Area Community College - York,PA,"Public, 2-year",8193,13752,21945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
212878004,Harrisburg Area Community College-Harrisburg,Harrisburg Area Community College - Lebanon Campus,PA,"Public, 2-year",8193,13752,21945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212878005,Harrisburg Area Community College-Harrisburg,Harrisburg Area Community College - Gettysburg Campus,PA,"Public, 2-year",8193,13752,21945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
212878006,Harrisburg Area Community College-Harrisburg,Midtown Trade and Technology Center,PA,"Public, 2-year",8193,13752,21945,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,1
212911001,Haverford College,Main Campus,PA,"Private nonprofit, 4-year or above",567,638,1205,0,0,8,0,0,0,6,0,0,0,0,3,0,0,1,2,0,0,0,0,4,0,0,0,7,0,0,1,1,1
212975001,Commonwealth Technical Institute,Main Campus,PA,"Private nonprofit, 2-year",165,73,238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212984001,Holy Family University,Northeast Philadelphia,PA,"Private nonprofit, 4-year or above",776,2318,3094,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212984002,Holy Family University,Holy Family University-Newtown Campus,PA,"Private nonprofit, 4-year or above",776,2318,3094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212984003,Holy Family University,Holy Familty University-Woodhaven Campus,PA,"Private nonprofit, 4-year or above",776,2318,3094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
212993001,Hussian School of Art,Main Campus,PA,"Private for-profit, 2-year",48,50,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213002001,Kaplan Career Institute-Pittsburgh,Main Campus,PA,"Private for-profit, 2-year",251,380,631,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213011001,Immaculata University,Main Campus,PA,"Private nonprofit, 4-year or above",941,3176,4117,0,0,3,0,0,0,3,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213020001,Indiana University of Pennsylvania-Main Campus,Main Campus,PA,"Public, 4-year or above",6905,8691,15596,0,0,6,0,1,2,10,2,0,0,0,0,0,0,1,7,0,0,0,0,2,0,0,2,11,1,0,1,1,1
213020002,Indiana University of Pennsylvania-Main Campus,Punxsutawney Campus,PA,"Public, 4-year or above",6905,8691,15596,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
213020003,Indiana University of Pennsylvania-Main Campus,Northpointe Campus,PA,"Public, 4-year or above",6905,8691,15596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213057001,Pennsylvania School of Business,Pennsylvania School Of Business,PA,"Private for-profit, 2-year",61,198,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213163001,Jameson Health System,Main Campus,PA,"Private nonprofit, 2-year",14,62,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213181001,Great Lakes Institute of Technology,Great Lakes Institute of Technology,PA,"Private for-profit, 2-year",35,453,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213181002,Great Lakes Institute of Technology,Great Lakes Institute Satellite Facility,PA,"Private for-profit, 2-year",35,453,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213215001,Jolie Hair and Beauty Academy of Wilkes-Barre,Main Campus,PA,"Private for-profit, less-than 2-year",13,168,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213233001,Johnson College,Main Campus,PA,"Private nonprofit, 2-year",340,112,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213251001,Juniata College,Main Campus,PA,"Private nonprofit, 4-year or above",708,857,1565,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
213303001,Keystone College,Main Campus,PA,"Private nonprofit, 4-year or above",682,1001,1683,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,18,0,0,1,1,1
213312001,Anthem Institute-Springfield,Anthem Institute - Springfield,PA,"Private for-profit, less-than 2-year",51,143,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213321001,King's College,Main Campus,PA,"Private nonprofit, 4-year or above",1184,1310,2494,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1
213330001,Kittanning Beauty School,Kittanning Beauty School,PA,"Private for-profit, less-than 2-year",0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213349001,Kutztown University of Pennsylvania,Main Campus,PA,"Public, 4-year or above",4111,5693,9804,0,0,3,0,0,1,5,0,0,0,0,9,0,0,2,4,2,0,0,0,9,0,2,1,13,1,0,1,1,1
213358001,La Roche College,Main Campus,PA,"Private nonprofit, 4-year or above",602,863,1465,0,0,2,0,0,2,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,1,1,1
213367001,La Salle University,LA SALLE UNIVERSITY,PA,"Private nonprofit, 4-year or above",2222,4345,6567,0,0,0,0,3,0,4,1,0,0,0,4,0,0,0,2,0,0,0,0,2,0,3,2,4,0,0,1,1,1
213367002,La Salle University,Bucks Graduate Center,PA,"Private nonprofit, 4-year or above",2222,4345,6567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213367003,La Salle University,Montgomery Graduate Center,PA,"Private nonprofit, 4-year or above",2222,4345,6567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213376001,Lackawanna College,Main Campus,PA,"Private nonprofit, 2-year",790,732,1522,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
213376002,Lackawanna College,Hazelton Center,PA,"Private nonprofit, 2-year",790,732,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213376003,Lackawanna College,Lake region Center,PA,"Private nonprofit, 2-year",790,732,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213376004,Lackawanna College,Towanda Center,PA,"Private nonprofit, 2-year",790,732,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213376005,Lackawanna College,New Milford Center,PA,"Private nonprofit, 2-year",790,732,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213385001,Lafayette College,Main Campus,PA,"Private nonprofit, 4-year or above",1315,1173,2488,0,0,3,0,1,1,22,0,2,0,0,0,0,0,0,26,0,1,0,0,2,0,0,1,6,0,0,1,1,1
213400001,Lancaster Bible College,Main Campus,PA,"Private nonprofit, 4-year or above",702,669,1371,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,1,1,1
213446001,Lancaster Theological Seminary,Main Campus,PA,"Private nonprofit, 4-year or above",53,74,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213455001,Lancaster School of Cosmetology,Main Campus,PA,"Private for-profit, less-than 2-year",7,221,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213473001,Lansdale School of Business,Main Campus,PA,"Private for-profit, 2-year",100,351,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213491001,Lansdale School of Cosmetology Inc,Lansdale School of Cosmetology.Inc,PA,"Private for-profit, less-than 2-year",3,57,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
213507001,Lebanon Valley College,Main Campus,PA,"Private nonprofit, 4-year or above",891,1093,1984,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
213525001,Lehigh Carbon Community College,Main Campus,PA,"Public, 2-year",2936,4387,7323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
